date,store_nbr,AUTOMOTIVE,BABY CARE,BEAUTY,BEVERAGES,BOOKS,BREAD/BAKERY,CELEBRATION,CLEANING,DAIRY,DELI,EGGS,FROZEN FOODS,GROCERY I,GROCERY II,HARDWARE,HOME AND KITCHEN I,HOME AND KITCHEN II,HOME APPLIANCES,HOME CARE,LADIESWEAR,LAWN AND GARDEN,LINGERIE,"LIQUOR,WINE,BEER",MAGAZINES,MEATS,PERSONAL CARE,PET SUPPLIES,PLAYERS AND ELECTRONICS,POULTRY,PREPARED FOODS,PRODUCE,SCHOOL AND OFFICE SUPPLIES,SEAFOOD
2017-06-20,9,15.0,0.0,7.0,3182.0,0.0,583.0,11.0,1508.0,882.0,560.09,182.0,58.0,6924.813,17.0,0.0,53.0,19.0,0.0,490.0,21.0,8.0,8.0,23.0,4.0,305.258,409.0,6.0,6.0,326.23,114.82799999999999,2200.381,2.0,13.8880005
2017-06-21,9,6.0,0.0,9.0,2519.0,0.0,473.0,9.0,1351.0,777.0,388.277,80.0,60.0,5103.539000000001,18.0,0.0,30.0,35.0,2.0,402.0,8.0,2.0,13.0,32.0,3.0,312.957,356.0,6.0,9.0,315.233,135.483,1203.325,2.0,16.607
2017-06-22,9,6.0,0.0,3.0,2577.0,0.0,573.0,7.0,1235.0,729.0,456.06699999999995,81.0,84.516,4899.313,26.0,1.0,50.0,25.0,0.0,419.0,15.0,6.0,3.0,46.0,1.0,440.481,418.0,3.0,9.0,256.547,107.399,1188.823,7.0,14.225999999999999
2017-06-23,9,15.0,2.0,4.0,2761.0,0.0,460.0,19.0,1192.0,663.0,627.3290000000001,142.0,64.0,5023.844,11.0,0.0,87.0,23.0,0.0,348.0,23.0,4.0,2.0,45.0,3.0,396.11300000000006,269.0,5.0,3.0,465.397,90.70299999999999,1115.913,3.0,8.116
2017-06-24,9,12.0,1.0,10.0,3878.0,0.0,620.0,49.0,1851.0,1094.0,623.466,218.0,112.0,7498.813,26.0,0.0,94.0,40.0,2.0,589.0,41.0,7.0,3.0,112.0,3.0,361.50800000000004,486.0,11.0,8.0,461.05699999999996,132.049,1694.9270000000001,3.0,26.0
2017-06-25,9,25.0,0.0,17.0,5470.0,0.0,748.0,13.0,2092.0,1273.0,706.954,316.0,130.119,9109.101999999999,15.0,1.0,63.0,74.0,2.0,725.0,33.0,10.0,5.0,50.0,7.0,468.60400000000004,635.0,10.0,9.0,576.257,184.88,2262.71,7.0,24.195999999999998
2017-06-26,9,18.0,0.0,5.0,3377.0,0.0,564.0,6.0,1405.0,851.0,457.296,376.0,66.097,5924.445,6.0,0.0,42.0,20.0,0.0,437.0,6.0,7.0,7.0,19.0,3.0,354.468,387.0,4.0,6.0,368.16602,107.177,1280.308,3.0,12.1119995
2017-06-27,9,9.0,0.0,6.0,2397.0,0.0,495.0,10.0,989.0,697.0,487.273,165.0,67.903,5017.335999999999,16.0,2.0,40.0,36.0,0.0,383.0,11.0,7.0,11.0,20.0,4.0,283.642,304.0,8.0,4.0,341.027,133.523,2093.764,1.0,10.662
2017-06-28,9,7.0,0.0,2.0,2243.0,0.0,469.0,28.0,1103.0,832.0,386.68,102.0,66.0,4920.7029999999995,14.0,1.0,43.0,50.0,0.0,347.0,12.0,8.0,6.0,25.0,2.0,263.454,333.0,5.0,6.0,297.789,105.939,1215.28,2.0,11.879000000000001
2017-06-29,9,8.0,0.0,5.0,2474.0,0.0,480.0,18.0,1186.0,653.0,436.125,204.0,74.0,5021.375,15.0,1.0,41.0,23.0,0.0,388.0,14.0,6.0,1.0,38.0,2.0,532.2280000000001,273.0,8.0,8.0,285.335,106.325,1084.579,2.0,10.250999
2017-06-30,9,8.0,1.0,7.0,2680.0,0.0,419.0,32.0,1701.0,795.0,652.364,172.0,102.020004,6337.695,12.0,4.0,47.0,23.0,0.0,474.0,18.0,4.0,3.0,88.0,2.0,315.092,419.0,5.0,8.0,561.609,113.306,1522.4379999999999,0.0,22.438000000000002
2017-07-01,9,18.0,3.0,19.0,5088.0,0.0,738.0,21.0,2768.0,1285.0,835.54,260.0,157.0,10949.148000000001,24.0,1.0,51.0,53.0,0.0,827.0,18.0,17.0,17.0,141.0,0.0,553.214,862.0,14.0,14.0,794.8589999999999,172.05200000000002,2055.798,1.0,33.608000000000004
2017-07-02,9,19.0,3.0,21.0,6372.0,0.0,820.0,12.0,3398.0,1659.0,944.5210000000001,335.0,159.071,13121.086000000001,34.0,4.0,55.0,58.0,0.0,997.0,28.0,10.0,18.0,56.0,3.0,583.587,976.0,18.0,11.0,857.48,168.582,2641.849,5.0,33.926
2017-07-03,9,16.0,0.0,21.0,4637.0,0.0,729.0,10.0,2360.0,1193.0,761.625,531.0,119.0,9421.773000000001,21.0,2.0,50.0,42.0,0.0,631.0,14.0,6.0,11.0,37.0,2.0,477.842,687.0,12.0,6.0,514.331,135.72101,1797.2120000000002,2.0,17.335
2017-07-04,9,12.0,1.0,3.0,3424.0,0.0,501.0,11.0,1982.0,915.0,712.373,166.0,51.138999999999996,7995.710999999999,20.0,3.0,48.0,47.0,1.0,546.0,8.0,4.0,4.0,50.0,3.0,406.575,470.0,7.0,4.0,445.24800000000005,102.699,2505.442,2.0,5.0969999999999995
2017-07-05,9,8.0,0.0,6.0,3004.0,0.0,408.0,14.0,1750.0,983.0,525.637,111.0,87.0,6534.805,8.0,2.0,38.0,33.0,0.0,558.0,11.0,4.0,2.0,30.0,0.0,351.954,436.0,7.0,7.0,389.64599999999996,106.072,1453.287,7.0,16.76
2017-07-06,9,13.0,2.0,9.0,3133.0,0.0,535.0,18.0,1696.0,816.0,562.293,119.0,108.0,6418.773,10.0,2.0,48.0,32.0,0.0,455.0,11.0,5.0,1.0,50.0,2.0,512.4159999999999,427.0,4.0,6.0,341.639,122.98100000000001,1463.274,4.0,16.754
2017-07-07,9,9.0,0.0,3.0,2749.0,0.0,584.0,35.0,1778.0,715.0,631.197,163.0,104.476,5469.172,14.0,1.0,48.0,28.0,0.0,391.0,16.0,3.0,6.0,46.0,1.0,311.62,335.0,11.0,6.0,439.091,108.145004,1227.892,2.0,23.029
2017-07-08,9,2.0,0.0,9.0,4266.0,0.0,602.0,43.0,2155.0,1018.0,640.9259999999999,125.0,169.16299999999998,8071.906,14.0,2.0,55.0,49.0,0.0,532.0,18.0,8.0,5.0,185.0,2.0,401.999,543.0,5.0,11.0,509.43402000000003,145.90399,1884.5839999999998,1.0,8.674
2017-07-09,9,15.0,0.0,23.0,5018.0,0.0,784.0,20.0,2279.0,1259.0,741.6469999999999,193.0,171.52599999999998,9247.805,17.0,4.0,94.0,65.0,2.0,663.0,23.0,5.0,8.0,63.0,8.0,440.841,629.0,5.0,13.0,686.079,145.922,2360.294,2.0,16.617
2017-07-10,9,7.0,0.0,8.0,3753.0,0.0,649.0,14.0,1861.0,926.0,611.326,471.0,75.0,6854.984,3.0,1.0,47.0,59.0,2.0,449.0,10.0,3.0,7.0,31.0,7.0,328.851,462.0,14.0,12.0,464.73,126.99,1603.8929999999998,2.0,10.946
2017-07-11,9,10.0,1.0,7.0,3234.0,0.0,573.0,18.0,1481.0,690.0,581.849,227.0,77.770004,5644.727,12.0,0.0,52.0,22.0,0.0,386.0,12.0,1.0,13.0,34.0,3.0,345.406,366.0,5.0,7.0,323.436,103.859,2182.856,3.0,9.441
2017-07-12,9,5.0,0.0,3.0,2724.0,0.0,477.0,14.0,1077.0,742.0,447.449,171.0,35.0,4724.984,6.0,1.0,32.0,40.0,0.0,414.0,5.0,4.0,5.0,33.0,2.0,304.05,360.0,10.0,5.0,350.776,80.142,1388.6879999999999,1.0,13.575
2017-07-13,9,21.0,1.0,7.0,3092.0,0.0,412.0,10.0,1057.0,578.0,445.13300000000004,96.0,74.47,4411.633,8.0,0.0,20.0,30.0,0.0,338.0,11.0,2.0,5.0,39.0,2.0,464.38300000000004,319.0,11.0,9.0,317.9,92.945,1252.735,5.0,17.713
2017-07-14,9,12.0,0.0,5.0,2742.0,0.0,539.0,8.0,1299.0,626.0,686.044,109.0,104.770004,4879.609,15.0,0.0,61.0,26.0,0.0,343.0,9.0,4.0,5.0,72.0,2.0,296.819,248.0,3.0,5.0,445.61300000000006,112.988,1259.024,0.0,15.382
2017-07-15,9,9.0,0.0,10.0,3720.0,0.0,625.0,34.0,1816.0,975.0,606.613,289.0,155.0,7362.383000000001,12.0,1.0,63.0,55.0,1.0,464.0,14.0,12.0,12.0,82.0,4.0,370.79,539.0,13.0,12.0,515.33,143.39700000000002,1747.451,2.0,35.845
2017-07-16,9,21.0,0.0,9.0,4226.0,0.0,773.0,23.0,2010.0,1132.0,705.21,325.0,130.0,7469.688,34.0,2.0,64.0,75.0,0.0,578.0,21.0,5.0,1.0,90.0,3.0,442.61902000000003,516.0,6.0,15.0,571.3330000000001,125.96,2041.967,0.0,18.334
2017-07-17,9,16.0,0.0,4.0,3511.0,0.0,615.0,7.0,1604.0,866.0,572.274,260.0,75.0,6896.078,11.0,2.0,55.0,56.0,0.0,394.0,18.0,4.0,3.0,43.0,2.0,338.624,491.0,5.0,12.0,434.74802,130.922,1599.3010000000002,3.0,10.147
2017-07-18,9,11.0,0.0,2.0,2960.0,0.0,523.0,20.0,1317.0,705.0,470.541,298.0,86.294,5534.055,11.0,0.0,33.0,35.0,0.0,445.0,12.0,16.0,10.0,26.0,1.0,376.399,431.0,2.0,9.0,320.401,118.927,2178.149,0.0,10.2
2017-07-19,9,3.0,0.0,2.0,2683.0,0.0,460.0,17.0,1130.0,677.0,415.389,224.0,85.035,4759.977,1.0,0.0,46.0,31.0,0.0,302.0,12.0,11.0,10.0,34.0,4.0,300.272,313.0,15.0,3.0,255.96400000000003,68.337,1083.621,1.0,13.489
2017-07-20,9,9.0,0.0,2.0,2637.0,0.0,454.0,7.0,1191.0,587.0,411.981,161.0,50.0,4822.445,8.0,0.0,53.0,32.0,0.0,368.0,18.0,4.0,8.0,21.0,4.0,470.93800000000005,369.0,6.0,9.0,403.093,68.408,1111.635,0.0,9.592
2017-07-21,9,0.0,0.0,3.0,2811.0,0.0,492.0,14.0,1390.0,669.0,613.028,209.0,85.149,5320.078,17.0,1.0,42.0,20.0,0.0,333.0,9.0,1.0,3.0,67.0,5.0,312.288,304.0,8.0,8.0,474.56198,118.154,1241.864,0.0,17.484
2017-07-22,9,11.0,0.0,7.0,4083.0,0.0,614.0,31.0,1667.0,912.0,603.857,282.0,162.97,6557.828,19.0,0.0,45.0,31.0,0.0,462.0,15.0,4.0,3.0,110.0,4.0,333.35900000000004,530.0,3.0,8.0,486.94,110.445,1769.09,3.0,31.425
2017-07-23,9,11.0,0.0,12.0,3987.0,0.0,720.0,19.0,1846.0,1043.0,612.773,280.0,163.286,7044.984,10.0,1.0,45.0,41.0,0.0,500.0,35.0,4.0,2.0,68.0,6.0,437.126,515.0,7.0,14.0,516.328,94.33,2106.163,2.0,17.868
2017-07-24,9,6.0,0.0,8.0,2719.0,0.0,564.0,11.0,1321.0,708.0,456.592,226.0,78.369,5256.172,19.0,0.0,47.0,42.0,0.0,560.0,19.0,8.0,7.0,18.0,3.0,321.905,351.0,8.0,4.0,292.694,91.603,1545.578,2.0,16.06
2017-07-25,9,27.0,0.0,4.0,3345.0,0.0,504.0,18.0,1192.0,727.0,431.55,183.0,88.18,5481.672,10.0,0.0,55.0,26.0,0.0,359.0,29.0,10.0,2.0,36.0,0.0,311.415,386.0,7.0,7.0,320.009,51.879,2100.0460000000003,5.0,17.378
2017-07-26,9,8.0,0.0,2.0,2395.0,0.0,397.0,12.0,1054.0,628.0,461.00699999999995,125.0,96.2,4234.766,10.0,3.0,40.0,34.0,0.0,261.0,11.0,7.0,9.0,53.0,3.0,292.02099999999996,305.0,7.0,10.0,350.09702000000004,57.138999999999996,1059.0230000000001,3.0,13.915
2017-07-27,9,9.0,0.0,5.0,2247.0,0.0,407.0,10.0,1285.0,575.0,378.306,185.0,83.476,5172.5470000000005,12.0,0.0,28.0,21.0,0.0,273.0,6.0,4.0,4.0,22.0,4.0,643.242,291.0,7.0,5.0,294.811,92.337,1138.976,6.0,8.642000000000001
2017-07-28,9,7.0,0.0,6.0,3033.0,0.0,420.0,18.0,1313.0,555.0,579.065,86.0,107.065,5379.938,12.0,1.0,29.0,32.0,0.0,307.0,6.0,3.0,0.0,48.0,4.0,233.235,332.0,9.0,6.0,458.345,64.19800000000001,1164.242,5.0,11.0
2017-07-29,9,17.0,0.0,8.0,4617.0,0.0,574.0,32.0,1905.0,995.0,553.367,214.0,135.121,7861.719,36.0,2.0,63.0,50.0,0.0,427.0,13.0,6.0,4.0,114.0,2.0,411.056,501.0,12.0,5.0,425.85400000000004,152.591,1740.1570000000002,21.0,21.916
2017-07-30,9,21.0,2.0,5.0,5121.0,0.0,684.0,13.0,2051.0,1049.0,629.471,267.0,116.304,8069.241999999999,14.0,1.0,42.0,64.0,0.0,442.0,1.0,4.0,5.0,52.0,3.0,421.976,550.0,13.0,12.0,517.911,145.49,1882.588,41.0,19.909000000000002
2017-07-31,9,12.0,0.0,3.0,3853.0,0.0,620.0,11.0,2858.0,862.0,615.462,355.0,74.0,7676.710999999999,13.0,3.0,73.0,35.0,0.0,447.0,8.0,6.0,12.0,30.0,1.0,357.70099999999996,466.0,11.0,5.0,470.51300000000003,61.94,1517.5520000000001,56.0,12.0
2017-08-01,9,15.0,0.0,7.0,4817.0,0.0,643.0,20.0,4335.0,947.0,695.212,254.0,114.0,9823.43,17.0,2.0,64.0,62.0,0.0,593.0,16.0,15.0,14.0,45.0,3.0,491.324,852.0,8.0,7.0,570.196,50.462996999999994,2470.4610000000002,203.0,19.316
2017-08-02,9,14.0,0.0,8.0,3763.0,0.0,491.0,9.0,2400.0,985.0,541.72,257.0,120.0,8357.344000000001,4.0,0.0,50.0,41.0,0.0,518.0,2.0,5.0,4.0,49.0,2.0,345.009,556.0,12.0,10.0,455.65297999999996,89.135,1333.885,149.0,24.689
2017-08-03,9,21.0,0.0,4.0,3944.0,0.0,445.0,5.0,2182.0,782.0,597.75,176.0,120.44,7753.241999999999,19.0,4.0,43.0,46.0,0.0,492.0,9.0,9.0,10.0,39.0,3.0,559.058,533.0,10.0,11.0,425.94599999999997,83.426,1364.578,139.0,21.778000000000002
2017-08-04,9,17.0,0.0,9.0,3325.0,0.0,426.0,11.0,1769.0,815.0,683.422,168.0,92.0,7022.866999999999,12.0,0.0,33.0,29.0,0.0,386.0,11.0,2.0,8.0,78.0,2.0,349.089,477.0,5.0,8.0,604.974,117.189,1401.674,136.0,13.0
2017-08-05,9,25.0,3.0,10.0,4346.0,0.0,558.0,25.0,2030.0,962.0,667.8889999999999,135.0,213.655,8659.883,8.0,3.0,54.0,74.0,0.0,536.0,24.0,5.0,8.0,115.0,2.0,365.29699999999997,570.0,8.0,17.0,546.206,162.32399999999998,1853.346,154.0,16.598
2017-08-06,9,17.0,2.0,14.0,5732.0,0.0,653.0,25.0,2225.0,1098.0,822.6419999999999,376.0,175.644,9362.75,10.0,1.0,60.0,69.0,0.0,513.0,24.0,2.0,9.0,60.0,0.0,491.913,668.0,12.0,13.0,612.789,155.975,1876.1979999999999,195.0,25.008999
2017-08-07,9,6.0,0.0,11.0,4597.0,0.0,547.0,11.0,1862.0,939.0,559.999,307.0,96.0,7803.914000000001,15.0,3.0,63.0,46.0,0.0,431.0,18.0,6.0,4.0,29.0,0.0,321.361,558.0,9.0,5.0,459.03997999999996,119.9,1675.0910000000001,146.0,23.633000000000003
2017-08-08,9,10.0,0.0,15.0,3212.0,0.0,461.0,18.0,1323.0,725.0,469.23,211.0,84.179,5939.219,10.0,1.0,45.0,26.0,0.0,406.0,8.0,1.0,8.0,40.0,3.0,274.22900000000004,454.0,4.0,3.0,358.13199999999995,112.954,2299.715,170.0,15.6779995
2017-08-09,9,13.0,2.0,10.0,2686.0,0.0,423.0,20.0,1319.0,687.0,451.74199999999996,123.0,114.14,5791.375,5.0,1.0,40.0,27.0,0.0,359.0,8.0,3.0,9.0,51.0,5.0,328.959,401.0,5.0,4.0,333.13199999999995,123.465,1310.448,83.0,17.602
2017-08-10,9,15.0,0.0,15.0,2465.0,0.0,309.0,16.0,1085.0,555.0,420.792,123.0,110.436,4900.531,9.0,1.0,50.0,29.0,0.0,280.0,1.0,6.0,5.0,57.0,3.0,484.43402000000003,329.0,11.0,4.0,291.82097999999996,111.93,1036.4389999999999,148.0,14.35
2017-08-11,9,18.0,1.0,4.0,2619.0,0.0,387.0,10.0,1496.0,738.0,636.69,106.0,133.0,5882.578,14.0,0.0,75.0,35.0,0.0,343.0,5.0,3.0,8.0,101.0,5.0,309.245,373.0,11.0,2.0,525.224,112.1,1453.078,140.0,23.831
2017-08-12,9,8.0,0.0,14.0,3374.0,0.0,457.0,18.0,1341.0,767.0,477.783,163.0,132.903,6686.109,19.0,3.0,57.0,59.0,0.0,409.0,5.0,4.0,11.0,129.0,2.0,260.298,400.0,7.0,10.0,383.38699999999994,129.90399,1419.264,138.0,16.859001
2017-08-13,9,15.0,0.0,15.0,3752.0,0.0,485.0,11.0,1655.0,795.0,503.209,161.0,62.0,6711.156,10.0,3.0,58.0,64.0,0.0,460.0,14.0,6.0,27.0,39.0,3.0,327.20599999999996,510.0,2.0,9.0,412.458,105.169,1693.6070000000002,200.0,20.0
2017-08-14,9,8.0,0.0,4.0,3367.0,0.0,447.0,12.0,1429.0,746.0,493.971,277.0,70.0,5860.789000000001,6.0,1.0,41.0,43.0,0.0,355.0,6.0,8.0,4.0,51.0,12.0,330.975,445.0,2.0,14.0,283.42900000000003,114.12,1348.425,182.0,17.0
2017-08-15,9,15.0,0.0,10.0,3530.0,0.0,528.0,16.0,1439.0,835.0,551.7130000000001,244.0,133.738,6630.383000000001,9.0,1.0,64.0,61.0,0.0,373.0,10.0,11.0,6.0,25.0,11.0,449.228,522.0,6.0,6.0,438.13300000000004,154.553,2419.729,121.0,16.0
date,store_nbr,AUTOMOTIVE,BABY CARE,BEAUTY,BEVERAGES,BOOKS,BREAD/BAKERY,CELEBRATION,CLEANING,DAIRY,DELI,EGGS,FROZEN FOODS,GROCERY I,GROCERY II,HARDWARE,HOME AND KITCHEN I,HOME AND KITCHEN II,HOME APPLIANCES,HOME CARE,LADIESWEAR,LAWN AND GARDEN,LINGERIE,"LIQUOR,WINE,BEER",MAGAZINES,MEATS,PERSONAL CARE,PET SUPPLIES,PLAYERS AND ELECTRONICS,POULTRY,PREPARED FOODS,PRODUCE,SCHOOL AND OFFICE SUPPLIES,SEAFOOD
2017-03-25,10,1.0,0.0,2.0,1364.0,0.0,133.0,24.0,946.0,364.0,278.0,29.0,48.375,2758.0,14.0,2.0,23.0,12.0,1.0,187.0,7.0,0.0,1.0,81.0,1.0,143.825,182.0,0.0,4.0,126.41199499999999,37.0,150.52200000000002,0.0,4.0
2017-03-26,10,3.0,0.0,4.0,1576.0,0.0,148.0,2.0,766.0,428.0,294.0,46.0,22.0,3214.0,0.0,1.0,6.0,12.0,2.0,228.0,15.0,0.0,8.0,7.0,0.0,186.481,237.0,0.0,3.0,160.01398999999998,28.0,259.627,0.0,3.0
2017-03-27,10,4.0,0.0,1.0,1178.0,0.0,91.0,1.0,551.0,401.0,232.0,137.0,38.0,2506.0,1.0,2.0,7.0,8.0,0.0,142.0,5.0,0.0,1.0,6.0,1.0,146.668,203.0,3.0,2.0,134.10901,28.0,217.613,0.0,2.0
2017-03-28,10,0.0,0.0,0.0,824.0,0.0,89.0,3.0,463.0,247.0,200.0,21.0,15.0,2163.0,0.0,0.0,9.0,9.0,0.0,134.0,1.0,0.0,5.0,9.0,0.0,138.45801,124.0,1.0,3.0,90.815,9.0,238.956,0.0,6.0
2017-03-29,10,1.0,0.0,0.0,808.0,0.0,76.0,5.0,591.0,396.0,247.0,27.0,11.0,2173.0,2.0,0.0,1.0,1.0,0.0,134.0,3.0,0.0,1.0,3.0,0.0,169.63099999999997,159.0,0.0,1.0,91.719,27.0,197.96900000000002,0.0,5.0
2017-03-30,10,4.0,0.0,0.0,860.0,0.0,70.0,0.0,524.0,339.0,161.0,10.0,64.0,2033.0,1.0,0.0,16.0,5.0,0.0,140.0,1.0,0.0,0.0,12.0,1.0,212.953,137.0,1.0,2.0,94.056,45.0,165.81,0.0,2.0
2017-03-31,10,0.0,0.0,0.0,923.0,0.0,73.0,0.0,601.0,257.0,322.0,14.0,17.0,2291.0,0.0,2.0,3.0,12.0,0.0,142.0,0.0,0.0,3.0,2.0,0.0,97.85,171.0,1.0,6.0,133.484,18.0,197.93400000000003,0.0,3.0
2017-04-01,10,4.0,0.0,2.0,2029.0,0.0,186.0,6.0,1363.0,546.0,437.0,38.0,38.0,4936.0,2.0,1.0,12.0,15.0,0.0,343.0,20.0,0.0,0.0,0.0,1.0,270.159,352.0,2.0,3.0,212.797,66.0,343.216,0.0,4.0
2017-04-02,10,6.0,0.0,4.0,2288.0,0.0,192.0,2.0,1203.0,535.0,379.0,73.0,66.514,4375.0,3.0,0.0,15.0,14.0,0.0,335.0,19.0,0.0,4.0,0.0,0.0,228.47,337.0,4.0,7.0,215.93501,46.0,306.866,0.0,1.0
2017-04-03,10,1.0,0.0,2.0,1434.0,0.0,124.0,2.0,1031.0,462.0,298.0,84.0,36.0,3336.0,1.0,0.0,7.0,4.0,0.0,221.0,3.0,0.0,4.0,9.0,0.0,149.752,232.0,2.0,4.0,143.668,41.0,230.335,0.0,0.0
2017-04-04,10,5.0,0.0,0.0,1940.0,0.0,91.0,0.0,965.0,451.0,305.0,75.0,40.0,3609.0,0.0,1.0,9.0,12.0,0.0,219.0,1.0,0.0,0.0,9.0,1.0,177.646,277.0,0.0,5.0,122.104004,31.0,345.241,0.0,0.0
2017-04-05,10,6.0,0.0,0.0,1422.0,0.0,75.0,1.0,655.0,532.0,187.0,45.0,34.0,2362.0,3.0,1.0,8.0,7.0,0.0,181.0,5.0,0.0,24.0,32.0,1.0,159.718,188.0,1.0,1.0,135.872,27.0,234.62,0.0,0.0
2017-04-06,10,2.0,0.0,0.0,1407.0,0.0,81.0,1.0,639.0,314.0,273.0,20.0,50.0,2466.0,0.0,0.0,7.0,10.0,0.0,167.0,7.0,0.0,5.0,5.0,0.0,203.74200000000002,217.0,0.0,7.0,118.35799999999999,24.0,218.705,0.0,1.0
2017-04-07,10,3.0,0.0,0.0,1043.0,0.0,81.0,1.0,531.0,139.0,180.0,72.0,13.0,1783.0,4.0,0.0,6.0,5.0,0.0,119.0,2.0,0.0,1.0,14.0,0.0,92.919,128.0,0.0,2.0,139.993,19.0,189.945,0.0,1.0
2017-04-08,10,2.0,0.0,1.0,1289.0,0.0,125.0,3.0,992.0,393.0,345.0,28.0,49.0,3794.0,5.0,0.0,30.0,8.0,0.0,239.0,11.0,0.0,23.0,24.0,0.0,151.968,269.0,1.0,7.0,143.3,24.0,233.803,0.0,1.0
2017-04-09,10,7.0,0.0,0.0,1951.0,0.0,123.0,4.0,833.0,466.0,317.0,27.0,20.0,3210.0,1.0,1.0,11.0,7.0,0.0,233.0,15.0,0.0,1.0,3.0,0.0,165.122,240.0,0.0,4.0,187.449,33.0,303.889,0.0,2.0
2017-04-10,10,2.0,0.0,2.0,1330.0,0.0,101.0,8.0,628.0,391.0,231.0,41.0,38.0,2629.0,2.0,0.0,6.0,3.0,0.0,163.0,2.0,0.0,0.0,6.0,0.0,124.29299999999999,186.0,0.0,2.0,132.325,42.0,226.56,0.0,2.0
2017-04-11,10,2.0,0.0,1.0,1031.0,0.0,95.0,2.0,586.0,310.0,265.0,47.0,27.0,2588.0,2.0,0.0,33.0,9.0,0.0,153.0,6.0,0.0,6.0,3.0,0.0,113.701996,122.0,0.0,3.0,109.55799999999999,27.0,271.103,0.0,2.0
2017-04-12,10,2.0,0.0,1.0,1200.0,0.0,97.0,5.0,592.0,354.0,343.0,23.0,32.0,2844.0,1.0,1.0,10.0,3.0,0.0,131.0,4.0,0.0,2.0,5.0,1.0,80.79899999999999,174.0,1.0,6.0,80.122,24.0,231.416,0.0,0.0
2017-04-13,10,0.0,0.0,1.0,1207.0,0.0,81.0,2.0,626.0,261.0,180.0,35.0,24.0,2416.0,1.0,0.0,10.0,2.0,1.0,134.0,4.0,0.0,0.0,14.0,0.0,117.734,146.0,1.0,6.0,67.064,33.0,176.271,0.0,1.0
2017-04-14,10,2.0,0.0,3.0,1255.0,0.0,53.0,5.0,590.0,277.0,152.0,37.0,20.0,2171.0,0.0,0.0,21.0,3.0,0.0,105.0,0.0,0.0,2.0,11.0,1.0,71.097,125.0,0.0,4.0,97.48899999999999,27.0,171.553,0.0,2.0
2017-04-15,10,3.0,0.0,1.0,1656.0,0.0,84.0,7.0,795.0,404.0,252.0,89.0,37.054,3024.0,6.0,0.0,15.0,8.0,0.0,232.0,8.0,0.0,0.0,27.0,0.0,140.489,201.0,0.0,7.0,155.52,22.0,244.296,0.0,3.0
2017-04-16,10,2.0,0.0,3.0,1695.0,0.0,148.0,9.0,720.0,429.0,378.0,37.0,47.0,3129.0,4.0,1.0,10.0,6.0,1.0,189.0,10.0,0.0,5.0,11.0,2.0,148.472,235.0,2.0,2.0,185.56801000000002,26.0,226.021,0.0,1.0
2017-04-17,10,2.0,0.0,0.0,1092.0,0.0,120.0,0.0,699.0,379.0,233.0,83.0,75.0,2599.0,1.0,1.0,16.0,9.0,0.0,186.0,5.0,0.0,1.0,6.0,1.0,104.86700400000001,242.0,1.0,4.0,130.916,39.0,207.372,0.0,5.0
2017-04-18,10,3.0,0.0,1.0,1111.0,0.0,127.0,5.0,609.0,343.0,274.0,28.0,50.746002000000004,2613.0,7.0,0.0,2.0,6.0,0.0,167.0,2.0,0.0,3.0,7.0,0.0,121.51799999999999,158.0,0.0,7.0,119.029,13.0,276.355,0.0,2.0
2017-04-19,10,3.0,0.0,2.0,1231.0,0.0,90.0,22.0,576.0,433.0,333.0,8.0,18.0,2862.0,4.0,0.0,12.0,10.0,0.0,162.0,7.0,0.0,4.0,10.0,1.0,203.979,116.0,1.0,2.0,120.937004,29.0,217.16099999999997,0.0,0.0
2017-04-20,10,2.0,0.0,0.0,953.0,0.0,96.0,5.0,613.0,223.0,148.0,30.0,57.0,2296.0,2.0,1.0,10.0,7.0,0.0,123.0,2.0,0.0,6.0,4.0,2.0,108.131004,143.0,1.0,6.0,144.668,24.0,159.489,0.0,3.0
2017-04-21,10,2.0,0.0,0.0,919.0,0.0,64.0,5.0,624.0,265.0,294.0,14.0,28.0,2285.0,7.0,0.0,21.0,14.0,0.0,132.0,2.0,0.0,0.0,20.0,0.0,111.165,114.0,1.0,3.0,94.366,25.0,183.98,0.0,1.0
2017-04-22,10,2.0,0.0,4.0,1557.0,0.0,102.0,9.0,857.0,322.0,306.0,31.0,50.0,3268.0,16.0,1.0,14.0,10.0,0.0,227.0,18.0,0.0,26.0,41.0,0.0,182.294,275.0,1.0,9.0,151.79398999999998,22.0,221.255,0.0,5.0
2017-04-23,10,3.0,0.0,1.0,1623.0,0.0,161.0,5.0,842.0,403.0,333.0,39.0,32.0,3236.0,2.0,0.0,15.0,9.0,1.0,224.0,11.0,0.0,11.0,11.0,1.0,133.45601000000002,183.0,2.0,4.0,165.22299999999998,25.0,279.336,0.0,0.0
2017-04-24,10,7.0,0.0,1.0,1174.0,0.0,109.0,3.0,650.0,303.0,234.0,22.0,26.0,2594.0,6.0,0.0,4.0,1.0,1.0,162.0,5.0,0.0,1.0,9.0,0.0,115.227005,178.0,0.0,5.0,133.638,19.0,196.13400000000001,0.0,5.0
2017-04-25,10,3.0,0.0,0.0,1009.0,0.0,77.0,5.0,606.0,197.0,283.0,17.0,32.0,2597.0,2.0,0.0,15.0,7.0,0.0,152.0,7.0,0.0,1.0,5.0,0.0,143.217,187.0,0.0,4.0,102.096,29.0,376.13699999999994,0.0,2.0
